"SYMBOL 
"														
SCI														
SAMMAANCAP														
CREDITACC														
CHOLAHLDNG														
GRAVITA														
HINDALCO														
CHOLAFIN														
HINDCOPPER														
SCHNEIDER														
ELGIEQUIP														
INTELLECT														
SIGNATURE														
NATIONALUM														
SBFC														
GVT&D														
PNBHOUSING														
CHENNPETRO														
APTUS														
CUMMINSIND														
AADHARHFC														
THERMAX														
ECLERX														
VEDL														
CGCL														
CESC														
TATACOMM														
UTIAMC														
BLUESTARCO														
GPIL														
IEX														
COCHINSHIP														
BDL														
MOTILALOFS														
TATAINVEST														
ASAHIINDIA														
ADANIPOWER														
OBEROIRLTY														
KPITTECH														
FSL														
SAREGAMA														
VTL														
APLLTD														
HINDZINC														
HFCL														
TATAELXSI														
AARTIIND														
PRESTIGE														
ENGINERSIN														
AAVAS														
HAPPSTMNDS														
HONAUT														
IDEA														
PIIND														
AWL														
INDIAMART														
CROMPTON														
ICICIBANK														
HBLENGINE														
VMM														
FIRSTCRY														
PETRONET														
BHARTIARTL														
ACE														
GMRAIRPORT														
INOXWIND														
KEI														
SHRIRAMFIN														
ONGC														
GLAND														
NSLNISP														
BEL														
GRANULES														
SBICARD														
GODREJAGRO														
NESTLEIND														
ICICIGI														
CERA														
BEML														
APARINDS														
GUJGASLTD														
SARDAEN														
KFINTECH														
PVRINOX														
DEEPAKFERT														
POLICYBZR														
ZENTEC														
PTCIL														
INDUSTOWER														
DIVISLAB														
BASF														
LLOYDSME														
SUNDRMFAST														
GESHIP														
NTPCGREEN														
SWANCORP														
VGUARD														
CRISIL														
BSOFT														
GAIL														
ELECON														
NAVINFLUOR														
MAPMYINDIA														
GMDCLTD														
PFIZER														
VOLTAS														
COROMANDEL														
BERGEPAINT														
CAMPUS														
UNITDSPR														
MPHASIS														
JMFINANCIL														
RAILTEL														
SUNDARMFIN														
WELSPUNLIV														
ITC														
360ONE														
SCHAEFFLER														
ITCHOTELS														
OFSS														
SYRMA														
CONCOR														
BAYERCROP														
RAINBOW														
BHARTIHEXA														
NLCINDIA														
TIMKEN														
SUNPHARMA														
DOMS														
ITI														
BAJAJ-AUTO														
LINDEINDIA														
BIKAJI														
MGL														
COALINDIA														
TBOTEK														
JYOTHYLAB														
KALYANKJIL														
SIEMENS														
RAMCOCEM														
AMBER														
COFORGE														
IOC														
OIL														
IRB														
DRREDDY														
KIMS														
JWL														
FACT														
CAMS														
HSCL														
HONASA														
JSL														
ALKEM														
SKFINDIA														
RELIANCE														
APLAPOLLO														
SAGILITY														
ZENSARTECH														
SWIGGY														
MARICO														
GODREJPROP														
PREMIERENE														
RPOWER														
TATASTEEL														
FEDERALBNK														
TVSMOTOR														
GSPL														
RELINFRA														
CENTURYPLY														
ANGELONE														
HEG														
ASTRAZEN														
GRSE														
NBCC														
EIHOTEL														
PAYTM														
SAIL														
IKS														
JSWSTEEL														
HCLTECH														
UBL														
HAL														
LICHSGFIN														
BRIGADE														
IRCON														
SOBHA														
BATAINDIA														
MANYAVAR														
AJANTPHARM														
SRF														
ESCORTS														
ONESOURCE														
DATAPATTNS														
SUMICHEM														
BLUEDART														
SONACOMS														
SAILIFE														
KIRLOSENG														
BPCL														
TRENT														
ASIANPAINT														
ATGL														
EIDPARRY														
ABB														
BAJAJHFL														
AIAENG														
YESBANK														
NMDC														
IREDA														
NCC														
NAUKRI														
TATATECH														
M&MFIN														
CLEAN														
TRIVENI														
SYNGENE														
ARE&M														
SOLARINDS														
LTF														
POLYCAB														
ACMESOLAR														
PHOENIXLTD														
3MINDIA														
PGEL														
