"SYMBOL 
"														
CHOLAFIN														
VEDL														
ADANIPOWER														
HINDZINC														
ICICIGI														
DIVISLAB														
GAIL														
UNITDSPR														
SIEMENS														
IOC														
TVSMOTOR														
HAL														
BPCL														
ABB														
BAJAJHFL														
NAUKRI														
SOLARINDS														
HAVELLS														
IRFC														
TATAPOWER														
LODHA														
MAZDOCK														
BRITANNIA														
DLF														
GODREJCP														
JSWENERGY														
ENRIN														
BANKBARODA														
BAJAJHLDNG														
INDHOTEL														
CANBK														
JINDALSTEL														
ZYDUSLIFE														
PIDILITIND														
RECLTD														
PFC														
TORNTPHARM														
VBL														
BOSCHLTD														
ADANIENSOL														
SHREECEM														
MOTHERSON														
LTIM														
PNB														
LICI														
HYUNDAI														
ADANIGREEN														
DMART														
CGPOWER														
AMBUJACEM														
